	environmental information processing	human diseases	metabolism 	genetic information processing	cellular processes	organismal systems	metabolism
T2D-060	0.10667281971815591	0.003410040797321067	0.0011381332757805646	0.13006443387948527	0.020312437795780937	0.0008405739756358091	0.7375615605578405
T2D-087	0.1452873598253887	0.004623068988895442	0.0008874354634346671	0.09873239379072982	0.02721516089382518	0.000695976272876287	0.7225586047648499
T2D-008	0.08832984614648927	0.0040778194407470325	0.0008827341487462425	0.1595798983083579	0.020037447864764295	0.000741940799508295	0.7263503132913869
T2D-088	0.09200961183614807	0.005349186975234419	0.0010650675039171995	0.13188781524405935	0.02780479397609014	0.0010122988927701102	0.7408712255717806
T2D-009	0.0980601093220506	0.004037277146335091	0.0008582934943352215	0.13718484475757156	0.03157554507175148	0.001045668143838301	0.7272382620641177
T2D-089	0.07699533292716579	0.0037975953619990054	0.0013535498848520143	0.1261657430902763	0.016552515573551033	0.0007688048143964907	0.7743664583477594
T2D-036	0.0911325877703378	0.0037781874131892932	0.0007689641469217803	0.14662852788205527	0.021929754108216737	0.0009872421356078747	0.7347747365436712
T2D-039	0.09130489606176129	0.004259826156467917	0.0007049625798600822	0.1385659761887272	0.016172001694471635	0.0015419758633512986	0.7474503614553606
T2D-090	0.0949357856587715	0.004048809166289019	0.0010595641724730988	0.11762842309897487	0.019710182061381882	0.0013508030451468078	0.7612664327969628
T2D-091	0.08923420164975036	0.0037188857651074283	0.0009766021276461138	0.13171117408402938	0.014900136689374486	0.0008014223192796458	0.7586575773648125
T2D-062	0.09056111546210692	0.0038530266519225314	0.0010011619714607768	0.13155995384939329	0.022803943409837223	0.0007834392404220233	0.7494373594148572
T2D-063	0.08432259544324802	0.0038444640108338457	0.0012735238303625057	0.12319791901398444	0.02032636477080824	0.0009749664377656434	0.7660601664929972
T2D-040	0.07525354911919752	0.0044496975615554496	0.0013269960386076037	0.14340093919905483	0.024411725024174463	0.0010271051970216312	0.7501299878603885
T2D-092	0.10671368708372912	0.004913405557918593	0.0012939800182033652	0.13861711704272967	0.017188512840121534	0.0006176516057392185	0.7306556458515585
T2D-064	0.08740865678174764	0.004102081923644076	0.000872630633124819	0.14033203726066104	0.021589754681352633	0.0012184633746146571	0.7444763753448552
T2D-093	0.08719765441484521	0.004018888768784632	0.0010635737463508114	0.134199110995089	0.022499205449974274	0.0006806744433250686	0.750340892181631
T2D-010	0.09024168629265371	0.0038743758424527844	0.0015515417745485438	0.12788423852176423	0.01778930858645457	0.0007474781542005454	0.7579113708279256
T2D-094	0.09874583090188697	0.003568184628282972	0.0008229463354027477	0.13042329041439743	0.024107055750854457	0.000615424787457436	0.7417172671817179
T2D-011	0.10546918350249093	0.006049692901578546	0.0012942208633681342	0.12615010549498365	0.02630455283413178	0.00114410907999088	0.733588135323456
T2D-041	0.10016554161142392	0.004441821624042341	0.000755016285573005	0.13976168950585977	0.026273205431309444	0.0007024740052020436	0.7279002515365895
T2D-095	0.16385434031856422	0.013260808249740975	0.0015558606280063685	0.09542428302061187	0.030012078356632912	0.0014317311338114661	0.6944608982926321
T2D-096	0.09531421565357619	0.003853856589790786	0.0008043144358373256	0.15164332225271648	0.018241732277035214	0.0011445427452677808	0.7289980160457762
T2D-065	0.08704992170535866	0.0038576303412962043	0.0011226549046004853	0.13143363807711866	0.018876929348724668	0.0010526758547149287	0.7566065497681863
T2D-097	0.07638028261203604	0.004163121706645948	0.0009304160534118698	0.15400183829949873	0.019265898164243348	0.001280749929208704	0.7439776932349553
T2D-066	0.09038826203625565	0.0038613315093565764	0.0008186293812788152	0.14226827611482354	0.019759612937101143	0.0007889510230044957	0.7421149369981797
T2D-098	0.08319184087982405	0.004372497439849166	0.001320400052050603	0.14370405843090547	0.02055570144859215	0.001579888940306939	0.7452756128084717
T2D-012	0.09424948136093277	0.004055505135085235	0.0012327303017377735	0.14035739630144323	0.024625193970239306	0.0011519062877913887	0.7343277866427703
T2D-042	0.09658616977765026	0.003821830883331451	0.002144545211489707	0.14276596041119746	0.0233512108258961	0.0007226819471629586	0.730607600943272
T2D-013	0.09399942646312226	0.003975168414687165	0.000919258574959339	0.13924545093524912	0.02899273319993429	0.0008720805142174615	0.7319958818978304
T2D-099	0.08061437304811284	0.004339421092142114	0.0008233830003819905	0.13559793510345794	0.01743387729929373	0.0010094246949546712	0.7601815857616566
T2D-100	0.09371386341091648	0.003914020351324048	0.0007733157233128297	0.16794465936304231	0.020888654509305195	0.000668101303824542	0.7120973853382746
T2D-101	0.15629416036713586	0.0029745182216044286	0.0004421299261696465	0.08555740543391559	0.031384784866117406	0.000745636786458447	0.7226013643985987
T2D-102	0.131038472480501	0.0074240836292942345	0.0008914886439409237	0.11925486821667562	0.023730894986987827	0.0021258601403747824	0.7155343319022255
T2D-067	0.08636390545735699	0.0035631433459515946	0.0010380488277396507	0.1328043082103954	0.015417451389936268	0.0008232938948108755	0.7599898488738093
T2D-103	0.11763603051816456	0.005148757940093769	0.0011204879046476542	0.12209579722631664	0.024079513011445584	0.0006897160686911074	0.7292296973306407
T2D-104	0.08074769987357651	0.003467503909982445	0.0011662314903540586	0.14063377668276753	0.016502213215763176	0.001175331290166818	0.7563072435373895
T2D-043	0.0861252797454948	0.003871322754327018	0.0007502438031182157	0.13935161458239642	0.018563837308086726	0.001065749790954384	0.7502719520156225
T2D-105	0.09157596463237479	0.004358494589432495	0.0011364539907220551	0.1466004393700648	0.027894947292474367	0.0008419606239795116	0.727591739500952
T2D-044	0.0792443774252556	0.00466066032829981	0.0013930762985602024	0.13115049584160118	0.014031411068171547	0.0007015429377326623	0.768818436100379
T2D-106	0.08339960075509338	0.004875327852875627	0.0016537006210322256	0.14834278347055924	0.02400327583058582	0.0014445360813523688	0.7362807753885013
T2D-014	0.11668281112598473	0.007301899333449012	0.0009928046670060592	0.10863833167435093	0.01679375507440473	0.0008019236638800313	0.7487884744609246
T2D-068	0.08087060733259474	0.003210205754583834	0.001692491917958006	0.12373715847387586	0.015959594552801257	0.001136753595545487	0.7733931883726408
T2D-107	0.08416928132571762	0.003810198419230281	0.0011214320234736617	0.140653671575137	0.019785963401783582	0.0008116137521977491	0.7496478395024602
T2D-069	0.08003250123353632	0.004476751337883674	0.0009707240137662622	0.13981787031605822	0.02659871587318492	0.0021781532727279075	0.7459252839528427
T2D-045	0.07935025380422152	0.004140831549929605	0.0017327049984027427	0.13724886965990707	0.01710897447692999	0.0010785208445934216	0.7593398446660157
T2D-070	0.09383695039072003	0.004333151201288031	0.0010957727406314711	0.1343002602955299	0.021042879338115942	0.001168955623293235	0.7442220304104213
T2D-015	0.0826690143395741	0.0036632351454000574	0.0012248385984493092	0.13840824720966177	0.018691764890210693	0.0009387265204170388	0.7544041732962871
T2D-108	0.09531076641326218	0.0038176571206530187	0.0008660880431258465	0.12977842627330655	0.025493188455523518	0.000641066453198363	0.7440928072409306
CON-016	0.09069820710704578	0.0038790976350909587	0.0009480173343263793	0.127480165152834	0.026239736349392806	0.0006385133443274782	0.7501162630769825
CON-032	0.08150701430623572	0.003844843582848648	0.0019499143834333984	0.14566485478331576	0.01934174478835475	0.0008123027942959811	0.7468793253615157
CON-033	0.09274823284048167	0.004049455255690811	0.0007305905654901362	0.1458090623295008	0.02957733338653284	0.0007439877200372453	0.7263413379022665
CON-034	0.0827771399492996	0.0038689938262362234	0.0009646734351851605	0.1376795508158901	0.023992319699328777	0.0005832746010881565	0.750134047672972
CON-017	0.09525484321613253	0.004097711628503327	0.0009986435447339119	0.13128561392827734	0.025267476675353995	0.0006117410806432696	0.7424839699263557
CON-035	0.08571765126513584	0.0036321871023042678	0.0007023976935816306	0.1459180963646431	0.018302021636623155	0.0011940444053125244	0.7445336015323996
CON-036	0.08819540613977374	0.003998682181459491	0.0010115832828015685	0.12690954427634082	0.022877083610760216	0.0009578881159288117	0.7560498123929353
CON-037	0.07229014103218312	0.004778930831464094	0.0017376644354534611	0.1425462439662988	0.020190697559435828	0.0010274834902143015	0.7574288386849504
CON-001	0.08605064694098788	0.003961688072706393	0.0013275638161783067	0.14502336920822023	0.01859726684440712	0.0012130057934961914	0.7438264593240039
CON-038	0.09533079752033087	0.003852194611862491	0.0006852946265288827	0.13722032229125739	0.020223412906509714	0.0003046726202707839	0.7423833054232398
CON-018	0.08537511484839329	0.004524096819251452	0.0009034265589402116	0.14034685786876228	0.02054349970139439	0.0010386806380753772	0.7472683235651829
CON-081	0.08595551251466896	0.003814449863594652	0.0011506740932663848	0.1294641842035027	0.02053136643140856	0.0006032381381539966	0.7584805747554048
CON-082	0.07826183940734886	0.004134853088303698	0.0018014525531957362	0.14879928420121616	0.01961928615215974	0.001231859174381252	0.7461514254233945
CON-019	0.08635221062084374	0.003493593070759709	0.0013341624531480326	0.13018176145010948	0.01610760620072453	0.0008835827273473802	0.7616470834770671
CON-039	0.10010692844255834	0.005116087110043767	0.0012414937782892414	0.11292940235345568	0.01995439893105532	0.001015703423140365	0.7596359859614572
CON-002	0.0829575181274336	0.003700784716959213	0.0011334568109339633	0.13366430214907385	0.018586973945302464	0.0006781190418831593	0.7592788452084137
CON-083	0.08885043934779824	0.00490717947305017	0.0011352661515759686	0.1469630115662328	0.023697136795911428	0.0007776666907590695	0.7336692999746722
CON-084	0.09260330530688266	0.004537761411302983	0.0009983718455528169	0.1409251336722767	0.03296066775460788	0.0005179248166210838	0.7274568351927558
CON-003	0.083899766000668	0.004877171486457182	0.0013374838970831397	0.14818955554714655	0.021182810404331325	0.0009282692540388423	0.739584943410275
CON-040	0.09725454609548566	0.004214823232088479	0.0011542161765520297	0.14118670221828025	0.018623348003230795	0.000793497020714187	0.7367728672536487
CON-041	0.09255653107017153	0.003874449609370217	0.0013972002072848153	0.15152541854381357	0.0236822981510443	0.0013283940989885846	0.725635708319327
CON-042	0.10380438018245541	0.0060559953400627685	0.0010138926049356128	0.12159397911112949	0.02188497944881914	0.001198913821986785	0.7444478594906109
CON-043	0.09964629609217146	0.004598184259707726	0.0009545521553926971	0.15157790300214447	0.019650039939327457	0.0009826787942136454	0.7225903457570425
CON-004	0.07916281751326269	0.0036650633224465097	0.0010109064245292917	0.1234132342316122	0.018138957211450306	0.0009631912928525488	0.7736458300038465
CON-044	0.09336256847214655	0.0047726442178109615	0.0010517095709617836	0.14007493077657956	0.025603407321675327	0.001245647209689177	0.7338890924311366
CON-085	0.10924820443823584	0.00682612291659356	0.0010667027307342252	0.12705695731842417	0.02044099461186191	0.0009291372126956764	0.7344318807714546
CON-020	0.07427129516403369	0.004711520613028917	0.0015438872382412176	0.1437543960368436	0.021985361524979753	0.0008803651201397506	0.752853174302733
CON-045	0.09166045367235628	0.003185607313491012	0.0021102484672559643	0.12297531109510018	0.015626623231429014	0.0014125252444210834	0.7630292309759464
CON-046	0.07367909375190228	0.004416871344210593	0.0015400738607310315	0.1388280061687309	0.016520917194626984	0.000755622553641723	0.7642594151261566
CON-086	0.07955859567485389	0.00467334934148808	0.0013466070398751252	0.12843906819776205	0.01812968050842601	0.0007747851224351992	0.7670779141151596
CON-087	0.0711473701333827	0.004908651350276502	0.002098482025899955	0.14041147099442863	0.018952340656119185	0.001728267846938361	0.7607534169929546
CON-047	0.08743153310834259	0.004215206848577934	0.0011205712993177389	0.13049185928527912	0.02390542542776845	0.0009267214699576891	0.7519086825607566
CON-088	0.09051046801708619	0.003494981646113131	0.0012077994207812385	0.13003340744513386	0.02119762221270889	0.0009161522137976034	0.7526395690443791
CON-005	0.09452548711195605	0.003981340155094215	0.0009514096517207177	0.15180359417064918	0.022140323238435546	0.0008689423453345659	0.7257289033268097
CON-006	0.08304229682443112	0.0034765761790582416	0.0011152407540118278	0.12815469607909966	0.019458889760071547	0.0011539787221805109	0.7635983216811472
CON-089	0.07839100479368562	0.0036851144423851573	0.0008662506259890247	0.1312432244165942	0.01731608080550329	0.0009441261966809064	0.7675541987191619
CON-048	0.09044725250149359	0.0054427932776449925	0.001369064463475223	0.11154731250035856	0.017371480608717797	0.001041321919545559	0.7727807747287642
CON-090	0.09182913986685075	0.0044322907205544835	0.0010316398553936272	0.13002212433155205	0.023350073707372715	0.0006957899329990999	0.7486389415852773
CON-007	0.08810831544792348	0.004250634332841282	0.0026703239440562187	0.11776136098881233	0.017527926353887963	0.0010343093806006903	0.7686471295518781
CON-091	0.08398698778566459	0.003916115714020227	0.0008940773826921336	0.13832400800665287	0.020997542586703177	0.0010664548164595528	0.7508148137078074
CON-008	0.08590189286824136	0.003466504141797621	0.001084989280618097	0.11531624624290684	0.019594262638131955	0.0013128202489266657	0.7733232845793774
CON-049	0.09193728464691002	0.003979447184063473	0.0008772933473910152	0.12809878494829544	0.029755110776587938	0.0008326869984011766	0.7445193920983509
CON-092	0.07924332370716813	0.0038270633233053256	0.0013010750024820444	0.13132865340256594	0.016971065889961404	0.0006488959952085561	0.7666799226793087
CON-050	0.07650921032779381	0.0033085413172821068	0.0012634695123217748	0.10652143572767349	0.018053182147094945	0.0014311289188189533	0.792913032049015
CON-009	0.08369985672304395	0.0037287081703195873	0.0008910279165691913	0.14639359800118054	0.016785356279161834	0.0010574561805911137	0.7474439967291339
CON-051	0.10777125391662194	0.004818761491770494	0.00048522463774091176	0.12880585335523115	0.03691949467719222	0.0007841480059902358	0.720415263915453
CON-093	0.08056067889240083	0.005015113318790896	0.0008747751335259336	0.15126009937320645	0.027184433602816856	0.002019090131454183	0.7330858095478049
CON-052	0.09122972213599827	0.0041567449757401054	0.0010055102675233507	0.13981774738496655	0.02183297951697593	0.0008258217305732345	0.7411314739882225
CON-053	0.08479115133336516	0.0036080102613759856	0.0009839278460420638	0.15058323712476873	0.01964361198720041	0.0008158406111870594	0.7395742208360606
CON-054	0.08897250430495653	0.003732413453787808	0.0009051089155334496	0.1489528928075131	0.025516044437852502	0.0007703047150930605	0.7311507313652637
CON-095	0.09235561501551412	0.00435079097814151	0.0009586607508178162	0.1380501381055016	0.0282738135373388	0.0004536885982072639	0.7355572930144789
CON-021	0.09664973280998508	0.003777041123639047	0.0008586338094411787	0.1410341735615003	0.02008219252979798	0.0009811338304307456	0.7366170923352057
CON-055	0.08589658286293526	0.004411761865825515	0.0013455134769377694	0.1188802801112469	0.016081224043504736	0.0009815266133565237	0.7724031110261933
CON-022	0.08231252732427526	0.0044435670669960205	0.0007537364982397784	0.14003368526047297	0.02628291820530203	0.0006317151403316731	0.7455418505043823
CON-096	0.08507139029287245	0.004123349013901732	0.0014500014012012762	0.11898887555123284	0.02114204035993087	0.0012022862770439137	0.7680220571038169
CON-097	0.08303344957234622	0.004230945527448099	0.0009303539262802735	0.13410123128024964	0.017744029046417423	0.0008179461913420373	0.7591420444559163
CON-023	0.09051434383821913	0.003736900533158513	0.0009080335689771988	0.1220895490803691	0.02217806450810986	0.0007798593344488322	0.7597932491367173
CON-098	0.09048919267906563	0.0037186940489814598	0.0008763117865523642	0.13700441648332437	0.026066786346713965	0.0006692064208001499	0.7411753922345621
CON-056	0.09376276978582866	0.0041641250311721615	0.0012630337301841152	0.12938372601890155	0.024142891488318018	0.0008545687106969882	0.7464288852348985
CON-099	0.08092437796044	0.003755139690835494	0.0014721449865943322	0.16049769707446374	0.02414283189251524	0.0009089612314649147	0.7282988471636863
CON-057	0.08599346348569978	0.004268265074817604	0.0010969052036867166	0.1332902976896905	0.026147566470127632	0.0010534452216446714	0.7481500568543331
CON-101	0.0898951370271506	0.004435016834986532	0.0007127204515999935	0.14105123906878494	0.02658573264625326	0.0007778975926294761	0.7365422563785952
CON-058	0.07928450293909466	0.003138805387283065	0.0015886958512205177	0.12080160933721139	0.01603024177134174	0.0007930940500272975	0.7783630506638214
CON-059	0.08893303706314513	0.004176931458150728	0.00037687335335150773	0.1561951744231298	0.029407655836465915	0.001426781772428067	0.7194835460933289
CON-060	0.1268804462193575	0.004124841922777367	0.001022472167350048	0.12310518459526022	0.035830400174687506	0.0004897260990013502	0.708546928821566
CON-061	0.07046465022939781	0.0046802104580312125	0.0015018093523776397	0.14592263930408972	0.020247255074017475	0.0019377218587734086	0.7552457137233127
CON-104	0.11834704960755511	0.007083448947424051	0.0008219358669247117	0.12227510320373539	0.03197938355071393	0.0005404677086498327	0.718952611114997
CON-062	0.0781453008484825	0.0048238683136376526	0.0015212550989863079	0.14068328831131052	0.018326767940344223	0.0019276513185721338	0.7545718681686666
CON-010	0.12091680570145348	0.005469674897008103	0.0006171343155011055	0.12870374971418064	0.04296941676962248	0.0006565540390696503	0.7006666645631645
CON-063	0.08814895350652503	0.004414119327865517	0.0009671856359311147	0.1402866606886841	0.025659825707523863	0.001849293894550186	0.7386739612389203
CON-064	0.08683844884496202	0.004118459797828693	0.0010523464626126535	0.12287246180771762	0.020092935740381557	0.0006198806094398964	0.7644054667370576
CON-105	0.10990179686909665	0.004518834222871271	0.0007836309125310623	0.13269739953334586	0.03863561355517098	0.0002598019673268453	0.7132029229396574
CON-065	0.10939708824879077	0.0038635069555413228	0.0008511030034782782	0.13595662097098385	0.027539921830946477	0.0005903751980098235	0.7218013837922495
CON-066	0.0931745391232064	0.0041643488314657695	0.0007760520817018215	0.14601596043747533	0.025979101678958012	0.0011825487779041064	0.7287074490692886
CON-011	0.08132512351233227	0.004187646425349894	0.0008108361228477134	0.1521320217339113	0.02004374643039047	0.0010194705922384306	0.7404811551829299
CON-067	0.09228988172955664	0.004518315104395042	0.0016925790078250091	0.14827924513104956	0.018695409387450797	0.0007278132433093518	0.7337967563964136
CON-068	0.07978694451813223	0.00475147433000752	0.0011976046889484119	0.14698329682247663	0.02160024580989551	0.0019087149496074022	0.7437717188809323
CON-069	0.10817625802934863	0.0027949814372476146	0.0004750617850446692	0.13022708204058614	0.02146653284168233	0.000708495613790432	0.7361515882523002
CON-012	0.1024190038834117	0.005035315529274088	0.0007410240517587087	0.1325867699775165	0.02700716164604817	0.0005001261943822152	0.7317105987176087
CON-070	0.09169613202564982	0.004291399722510951	0.0011208172340771158	0.14211675368791737	0.02818922284556638	0.0015198524366637144	0.7310658220476147
CON-106	0.09966155877555083	0.004975680178342477	0.000694280105769549	0.12747683186572517	0.02092066466638256	0.0007668614512887164	0.7455041229569407
CON-071	0.07883992772498186	0.004219682557440141	0.0013213859381117328	0.14292820185898836	0.021078700393468052	0.0010990303642051426	0.7505130711628047
CON-026	0.09625906026326396	0.004280735584667057	0.0008196848371649668	0.1405800405617456	0.028837820317033996	0.0009723223734006689	0.7282503360627237
CON-072	0.10691930554446895	0.004334136143055504	0.0008653622930903956	0.1351986127881651	0.03331654516579228	0.0006846268785370304	0.7186814111868908
CON-107	0.08031542956000591	0.004627488405691371	0.0013065167020500435	0.14403998199894028	0.025365240687627747	0.0011002269685759178	0.7432451156771087
CON-073	0.09615484543436695	0.0035860952682605822	0.0008077148574215155	0.15454158686364913	0.01581187895380274	0.0017063395365098754	0.7273915390859892
CON-027	0.09632990045631498	0.006925816638732911	0.0009817468928342635	0.12859238389340222	0.02436023648634913	0.002172757583848098	0.7406371580485183
CON-074	0.08844396193692618	0.004208638622296664	0.0008918444020946524	0.12524119410546536	0.020351916675120537	0.0008118680800048724	0.7600505761780918
CON-075	0.09390746156130286	0.004525496717518997	0.0007958771579134326	0.13413840158066662	0.03005387033146083	0.0007303570874558823	0.7358485355636813
CON-028	0.09471369290342	0.005453283267311043	0.0009440107472247865	0.1368114116981325	0.02668405148416909	0.0013000425451914477	0.7340935073545511
CON-029	0.11276461445656104	0.005306518853326457	0.0007029163264682057	0.13233643645874874	0.04321254775406703	0.00039860362280239183	0.7052783625280262
CON-013	0.0978512755282321	0.006485528283517794	0.0014099578626436207	0.12415388211243501	0.022217599501897396	0.001445938275236319	0.7464358184360378
CON-076	0.0961489507789453	0.004233888119207482	0.0006705742848909194	0.14441906043995031	0.027339416107446578	0.0010826675953918379	0.7261054426741675
CON-014	0.07714278690466882	0.004371434328731391	0.0008164874405874506	0.14337077700859	0.022929670393064757	0.0019279744635258382	0.7494408694608317
CON-077	0.09908413814692449	0.004144901926807529	0.0007616565079501958	0.12994763724561476	0.029160406430907972	0.001064423536654724	0.7358368362051403
CON-078	0.10396721047193348	0.004616465422741836	0.0009428936302408779	0.12677966575954194	0.029582578426525456	0.0006953526740928187	0.7334158336149236
CON-015	0.11046594039365014	0.004587344595029361	0.0007694966150167152	0.12669400693089336	0.02354516553731075	0.000484960595387757	0.7334530853327119
CON-079	0.07135886505435199	0.004187284750019227	0.00132441646606254	0.14771425063444354	0.014757900067563653	0.0022420355582500944	0.758415247469309
CON-080	0.07476808643631605	0.0034136452612238103	0.0012223805514572177	0.12686368045846655	0.015533279659312298	0.0012188650335207838	0.7769800625997032
CON-031	0.10819921572925877	0.005002813491739173	0.0002850300313350214	0.14823188118335812	0.04486594987038849	0.0006632412121933783	0.6927518684817271
