	environmental information processing	human diseases	metabolism 	genetic information processing	cellular processes	organismal systems	metabolism
DOF013	0.08664381945698804	0.003219401283345966	0.001077522958540091	0.1330247336175819	0.01748328507821208	0.0008608934340814567	0.7576903441712506
DOF014	0.08491838034965193	0.004055295654218058	0.00123171116898973	0.14095001163162596	0.019281651491534085	0.0006915540187219966	0.7488713956852582
DOM001	0.08668571407673246	0.0036861741040232782	0.0011303813974272063	0.135396820875968	0.018674395071858356	0.0008631910410348106	0.753563323432956
DOM003	0.09893169607011493	0.006159635177285589	0.0011451312222357463	0.13997838148219074	0.02253539742186212	0.0017002174961561595	0.7295495411301547
DOM005	0.08332641272483285	0.003885551627512196	0.0012280300697666406	0.10639224357031715	0.019028959796289182	0.001141755988187231	0.7849970462230947
DOM008	0.08109310134864689	0.0041990750970985775	0.0013172465618016447	0.12132297529661597	0.015086281571077777	0.000940111084261794	0.7760412090404972
DOM010	0.0856434765477317	0.0038305157841256837	0.001168973543497383	0.1305817670357247	0.018591465427057825	0.000991938204848512	0.7591918634570143
DOM012	0.10527562593461667	0.00533048311607727	0.0010074892013961288	0.15091296757216785	0.028168832486216586	0.0008632977460825099	0.7084413039434431
DOM013	0.08064064988863606	0.004088403698366003	0.0009436735958943858	0.16967141057399115	0.020058953683468925	0.0007942793200200719	0.7238026292396234
DOM014	0.08246607774989599	0.0031927458089596405	0.0007723772412985982	0.1793290728849465	0.01896024390107444	0.0011470036072273543	0.7141324788065975
DOM015	0.08682653199873547	0.003672442761890823	0.001163849594697755	0.13008270918652792	0.019607012279753266	0.0008754917229899659	0.7577719624554048
DOM016	0.08939330389240785	0.004298232683145434	0.0010285655360556104	0.1252957818957062	0.020745511914907932	0.0010480202352265192	0.7581905838425504
DOM017	0.08226391430826231	0.0034830986460455057	0.0011341146913272555	0.1297689837262557	0.020646829067344732	0.0010314434951672622	0.7616716160655973
DOM018	0.09117472283071483	0.004244334145407978	0.0010755965663505633	0.1312667897294288	0.022065094078176622	0.0007744059260710137	0.7493990567238502
DOM019	0.07993211910904398	0.0038934702658291413	0.0009406353583482959	0.1360256475523078	0.02071999661726772	0.0009063944632953201	0.7575817366339077
DOM020	0.08623046923816859	0.0037119057529141123	0.001088542616180018	0.1340626841014385	0.020337736807691627	0.0006038608215386854	0.7539648006620684
DOM021	0.07989418811307543	0.0042883591511941	0.001082396749686329	0.13376761790840555	0.016454346331468788	0.0008206132911585623	0.7636924784550113
DOM022	0.08844588287781247	0.003987299129163966	0.0010019857070068133	0.13365903881180335	0.020157487103833187	0.0009333471321106028	0.7518149592382697
DOM023	0.07288332720283074	0.004167353544290679	0.0014375066246473604	0.13506840389173141	0.016837636215526412	0.0007745227064820398	0.7688312498144914
DOM024	0.08315079563628348	0.0037981260355954647	0.0010640573832678538	0.13780710593685663	0.019692832302713636	0.0007829143578710579	0.7537041683474119
DOM025	0.09166704801356125	0.005049189330471036	0.0010690331286163225	0.1344391022228136	0.017109886452735295	0.0008984703757027781	0.7497672704760998
DOM026	0.09284311068452848	0.00356349814552385	0.001093343619130262	0.13006869521189968	0.02100525907337932	0.0012666648576490696	0.7501594284078894
NLF001	0.08959609235883752	0.003853612395542543	0.0011554524050432136	0.12879063880848426	0.021667151158687448	0.0008127579303564447	0.7541242949430486
NLF002	0.09038337421124341	0.004017851702519058	0.0010610520941864406	0.1300068771174582	0.025528076118027192	0.0009883789311838909	0.7480143898253818
NLF005	0.09363003839239435	0.004366364142689892	0.0009633271061304535	0.14998914768311658	0.032196493270486036	0.000813012420933744	0.718041616984249
NLF006	0.07597412117713995	0.004251262627094029	0.0007766837779562228	0.1497744329771402	0.021044116968909767	0.001723746379624448	0.7464556360921355
NLF007	0.09555236010250863	0.004123560641133818	0.0007824877564722196	0.14456798628688594	0.02963835054762948	0.0013388451672076463	0.7239964094981622
NLF008	0.08136504605367569	0.0039746192477724245	0.0011172751822929323	0.12493589893094091	0.014030635542109059	0.0010076397786417067	0.7735688852645672
NLF009	0.0912287082088639	0.0036926228889959827	0.0016579032653574138	0.13208052286881966	0.022544892759218282	0.0007122954256127951	0.7480830545831321
NLF010	0.08025813038726747	0.003598237937781581	0.0017147513515714267	0.12300962484748981	0.017258859925988714	0.0008563001509065544	0.7733040953989945
NLF011	0.08860627492054564	0.0035948554228895863	0.0008901519530501044	0.14967948517359492	0.025899569295736103	0.0006245828459558498	0.7307050803882278
NLF012	0.08817542373649484	0.003775880174405358	0.001098618057329553	0.12981944760346506	0.022051030716266448	0.0006774268344529213	0.7544021728775859
NLF013	0.09516667559668356	0.0043255389264784125	0.0009929859018070499	0.1412359994983859	0.030010483671616156	0.0005544111426896967	0.7277139052623394
NLF014	0.07886506936027801	0.0036015567399203113	0.0015268224911906608	0.1234820150827148	0.01570625585698078	0.0010788286313509435	0.7757394518375645
NLF015	0.07579253657947094	0.0036910993943223987	0.0013630498775912187	0.1159861459615409	0.015269939731000883	0.0010810973238997608	0.7868161311321739
NLM001	0.08946414961727178	0.004785493254518867	0.0009901783949143451	0.14149496543804785	0.026676035638964077	0.0006986004322597034	0.7358905772240233
NLM002	0.072308390073479	0.004650038415276872	0.0010266295426452402	0.1444603456430541	0.017847060974318756	0.001816803679938971	0.7578907316712871
NLM003	0.08631970107698905	0.003938785777406149	0.0017927463293284243	0.12786925053259682	0.017599321513170788	0.0010268732024888338	0.7614533215680198
NLM004	0.08988939942304515	0.004447853101918172	0.0010360820180818342	0.14282945287698767	0.025472288585321388	0.0016198764285599056	0.734705047566086
NLM005	0.08798787904390305	0.0032607547289140526	0.0013787861257843978	0.13025474651676947	0.019417388122081557	0.0007745276439838886	0.7569259178185637
NLM006	0.0886943617667277	0.004488615345951176	0.0013078770316102362	0.1379520086931918	0.01680330610595072	0.0007452631199586225	0.7500085679366097
NLM007	0.09401246772941435	0.003806256316262679	0.0011774583897656663	0.1305082333033264	0.017303661546532182	0.0005310287986453612	0.7526608939160533
NLM008	0.10629991455003644	0.00477720689906048	0.0009663610159617108	0.1375474985050825	0.03770541643924425	0.0008007343234069206	0.7119028682672077
NLM009	0.06920324146455673	0.003912061738407177	0.0013078641043794235	0.1558043243625703	0.019974820567935182	0.0009740475311604882	0.7488236402309907
NLM010	0.09136082982635176	0.0035360368862425297	0.0010001837650093581	0.1306032771449109	0.02513254441479523	0.000782164108980866	0.7475849638537093
NLM015	0.09047161704515451	0.004225026027032439	0.0010698666710918672	0.14703255805442822	0.021543319001696943	0.0011002085630163634	0.7345574046375797
NLM016	0.06579101780794527	0.005199925642294724	0.0014489152527087227	0.14678791784975606	0.01931447382632683	0.0013939859162697636	0.7600637637046986
NLM017	0.09290023227957693	0.0037124063313642795	0.0012420544679771987	0.1212454322115473	0.027568261308689803	0.0009628888667449014	0.7523687245340996
NLM021	0.086982096071448	0.003917943962857224	0.0008746065279895647	0.1328104705874733	0.022684865290687344	0.0009388982913196072	0.751791119268225
NLM022	0.10344363752221152	0.005041182839784678	0.0007170120359404086	0.12938759304313663	0.03498302509707064	0.0007062218648273432	0.7257213275970288
NLM023	0.08485200639924523	0.0036142734440182647	0.0013036136237460838	0.12125032411308478	0.016188805056710373	0.0010662299657495536	0.7717247473974457
NLM024	0.07234485873525562	0.004717780822244345	0.0012263061955933158	0.12933488819513272	0.016071382272178705	0.0025548319016070885	0.7737499518779882
NLM025	0.08846981032755427	0.0058707854529759735	0.0004923912146860719	0.1596077849230727	0.032090512401408165	0.0009880678633820857	0.7124806478169208
NLM026	0.0963842691004152	0.0038232266580332996	0.0008291330149430886	0.1513048167396062	0.02312517578040162	0.0008548616742283545	0.7236785170323722
NLM027	0.12146728344599295	0.00585961261701463	0.001331794139722697	0.14053562722706342	0.015599607061504404	0.0007414452979156804	0.7144646302107862
NLM028	0.10239399913537367	0.003951466473095629	0.0009815852787196854	0.12583607234457064	0.027499680967327456	0.0005841853838320994	0.7387530104170807
NLM029	0.09512972490226569	0.0038163985558918676	0.0007970890044077932	0.15079874594366016	0.03193424688087042	0.0007348338175899104	0.7167889608953142
NLM031	0.08938393489554952	0.0038577417752546986	0.000931268847171498	0.12894897626581656	0.02473090505601995	0.0007123292874857487	0.751434843872702
NLM032	0.10062736547752206	0.0035178763342616592	0.000831536503160129	0.14582731499222895	0.022776998279462737	0.0008403303652547955	0.7255785780481098
NOF001	0.08651133791754753	0.0035671916474643533	0.0010819441281305316	0.15696946192202316	0.02277696962478221	0.0007396995798196019	0.7283533951802326
NOF002	0.09373139349623273	0.0037864861637522695	0.0008666075198744915	0.11630394144292969	0.021501322850287864	0.0012443097844310129	0.7625659387424919
NOF004	0.08582647799878794	0.003883420571468541	0.0009762063556113412	0.13564690031595175	0.02536862957892629	0.001144103453952976	0.7471542617253011
NOF005	0.09073296603706604	0.003622687763318513	0.0009428374299240162	0.13325119829631785	0.021302166760080312	0.0008315372394217674	0.7493166064738715
NOF006	0.07829491835200257	0.004118866609255973	0.002649207819447836	0.11908853472114796	0.01680585094717892	0.0010491198116935744	0.7779935017392732
NOF007	0.09178343164715404	0.004131662388060558	0.001166538499652074	0.1331470194540457	0.02107706951655227	0.0006535856183230953	0.7480406928762122
NOF008	0.08453255275895062	0.003726000479850167	0.0008762898717684399	0.1453448089982852	0.019691607632545367	0.0010536037729652272	0.7447751364856349
NOF009	0.07873926831871728	0.004127290698282849	0.0014817840133468491	0.1188877937525567	0.015186340580472519	0.0009126158299217503	0.7806649068067021
NOF010	0.08333072934867328	0.003979842897436536	0.001258963538694904	0.128439257501148	0.020609712106807964	0.0011350129328502245	0.7612464816743891
NOF011	0.08048369854688295	0.0035805147378280494	0.0010878821078515954	0.12967785514576122	0.01862104573061797	0.0008861669218925513	0.7656628368091657
NOF012	0.08152726255272394	0.003765486727589786	0.0009200691055482505	0.17402131687306344	0.021864367628265467	0.0007483109605023425	0.7171531861523068
NOF013	0.08743933180847241	0.003622558833828397	0.0013620157866093942	0.12265565009607914	0.020711191159778954	0.0009057005680264685	0.7633035517472053
NOF014	0.09984986904559888	0.004366868567392625	0.0014803880286631329	0.1562776826341326	0.03201817254967845	0.0007512129161000992	0.7052558062584342
NOM001	0.08477986920527406	0.004581683643876471	0.0012197165578556432	0.14478070660900552	0.022386719107514316	0.0022910470337895597	0.7399602578426844
NOM002	0.11435757748984916	0.0041304996215811044	0.0008934435737645801	0.12632251475072911	0.03611625509109714	0.0005166371258806103	0.7176630723470984
NOM004	0.08460530609177234	0.0036297895363639923	0.001304281790056244	0.11400623980258219	0.015650839449361176	0.0008528650319431783	0.779950678297921
NOM005	0.12358962781144285	0.006306979383256723	0.0009643856520619187	0.12078726932677238	0.029085245618169633	0.0010671290520484896	0.718199363156248
NOM007	0.08797077837597682	0.004263236602989201	0.0007877194302522766	0.16518554138171598	0.02569625409580345	0.0011218856487443855	0.7149745844645179
NOM008	0.08128938779737425	0.0039284100875991435	0.0013713767819502427	0.11865727403891695	0.014682612752693837	0.0009790064679339884	0.7790919320735317
NOM009	0.10618503174759109	0.004160202675269203	0.001140033452056906	0.1379885678489675	0.02676505739482561	0.000497068111564101	0.7232640387697256
NOM010	0.08543827819538405	0.003834982941730431	0.0009636804937429161	0.1352482624004559	0.024952202940787694	0.0008064025682451432	0.7487561904596538
NOM012	0.09259803400852634	0.003670968954433013	0.0009842876388542433	0.1555751124272848	0.023882777351337557	0.0009846406816141952	0.7223041789379498
NOM013	0.09277758646474886	0.003735702419901716	0.0010994365876564234	0.15574486331444018	0.024503452726255304	0.0007336372435003972	0.7214053212434972
NOM014	0.08273192595387602	0.004170386273779337	0.0015407517131317077	0.1319332213483846	0.015366917139682927	0.0007942247728487577	0.7634625727982967
NOM015	0.08319799977640334	0.003754749020389338	0.0010202397221448936	0.1256773248555615	0.016799393817590578	0.0008407009690117795	0.7687095918388985
NOM016	0.08521607329291347	0.003936022142569761	0.0009963083422103412	0.13194596791221785	0.022042865159846967	0.0007740410719423008	0.7550887220782994
NOM017	0.08131564478120705	0.004366482287156481	0.0016362198557720844	0.1455844007379331	0.019881269517840364	0.0008436619158811413	0.7463723209042097
NOM018	0.09906952328291833	0.004723830429516832	0.0009289919154802682	0.13548005301233265	0.028753655459317514	0.0004466779762498735	0.7305972679241846
NOM019	0.08759925973440685	0.0037226859843245714	0.0009552787043393242	0.14500051480535586	0.021824340978334137	0.0009565532333751984	0.7399413665598641
NOM020	0.08067357044324373	0.00557140231321927	0.001296902053254318	0.13129011002561766	0.023259433290085292	0.001397628284520997	0.7565109535900587
NOM022	0.08260370477440447	0.004369762746982202	0.0015595263641209874	0.13907938344436144	0.02104222897756611	0.0010213950744919432	0.7503239986180729
NOM023	0.08351073524908606	0.003613059770815367	0.0013855894143852106	0.12508683179804392	0.01789449876125646	0.000849345625308421	0.7676599393811046
NOM025	0.09454068185179793	0.004241729444358295	0.0010504462074580891	0.11834901790469675	0.023618293080461945	0.000857995866801823	0.7573418356444251
NOM026	0.11682471171626878	0.006329087870843011	0.0007125867920898025	0.13643119698316947	0.026395803426673428	0.0006087137787896782	0.7126978994321659
NOM027	0.10939442468451548	0.003770211408719943	0.0006549717466646638	0.13789901955111056	0.012663780045021847	0.0006536053319358856	0.7349639872320316
NOM028	0.09543579862811187	0.0037981479550918172	0.0011598512553312238	0.12002408608323192	0.01799184846267957	0.0007499300498253297	0.7608403375657283
NOM029	0.08962735790550015	0.004606587736170141	0.0009947480034894949	0.12365787629486942	0.02210856602751576	0.0008319811593502629	0.7581728828731048
T2D-016	0.09136402084668836	0.003998809451641588	0.0010264804060824055	0.12699184179793324	0.01577212797508504	0.0009945907356979046	0.7598521287868715
T2D-017	0.08934263466879902	0.006017645731157733	0.0018114418973409058	0.14496550418056012	0.018109495264249563	0.0005605241102223331	0.7391927541476703
T2D-018	0.08348354506292405	0.003643541157457857	0.0012333208346503107	0.13643525951317562	0.015852874923615826	0.0009235958369706872	0.7584278626712057
T2D-019	0.09503356008305051	0.004679836073769409	0.0010634344383934574	0.11841400254969704	0.018151609539098522	0.0010392098821992632	0.7616183474337918
T2D-020	0.1368601304287885	0.008335547149995503	0.0007041833984246938	0.11227068150138628	0.024250237219447742	0.0012342521115286074	0.7163449681904286
T2D-021	0.08350214008801313	0.003867935165695105	0.0011577840067381337	0.13569659987877858	0.01897869543872782	0.0012394484101870466	0.7555573970118602
T2D-071	0.09299859296785341	0.0038751536542005432	0.0011272230009339787	0.14071965167255185	0.01487496534393273	0.0005500078829315712	0.745854405477596
T2D-022	0.08879405492102117	0.0037031498459680376	0.0013013200599675163	0.14243565728778018	0.021171652313941663	0.0010595612481013937	0.7415346043232199
T2D-046	0.08296732675199144	0.003333441990094109	0.001131312195454496	0.14156425676601317	0.01789565369934022	0.000889465556909085	0.7522185430401974
T2D-001	0.08929954533068621	0.0039021747848575427	0.0011142397866031953	0.1428177162621423	0.019934958764559196	0.0008684095093113188	0.7420629555618402
T2D-047	0.09032082700444656	0.003426907934761775	0.001071039767720176	0.12772110314384175	0.016317703458450822	0.0010179100406638925	0.7601245086501152
T2D-048	0.09270557924596269	0.0038115754085348828	0.0009553497313325807	0.12361989901837322	0.023074408011091382	0.0007438514106080235	0.7550893371740972
T2D-049	0.09751859939142174	0.0036382519640393482	0.0012383591425498125	0.14478998631019424	0.02041831891254562	0.001002910017125577	0.7313935742621236
T2D-023	0.08557626067725728	0.004096647314181855	0.0012052851357944733	0.13950348386302644	0.023968418304052504	0.0005472464628774713	0.7451026582428099
T2D-024	0.10253068513976982	0.004766094838172568	0.0006041611069042911	0.1580521738578393	0.03511167303060014	0.0008712036120688063	0.698064008414645
T2D-050	0.0945774277736274	0.004153785358405659	0.0010158975774564613	0.1395340032194047	0.020770488190211083	0.0008123893817928051	0.7391360084991019
T2D-025	0.08983054542236162	0.0041460590556413	0.0010038004113679705	0.13189299441626873	0.02368959311973425	0.0007492024807740785	0.748687805093852
T2D-072	0.08916887273362316	0.003977611411024082	0.0009480577804118695	0.13943655116340462	0.016717215244936058	0.0011769055564473635	0.7485747861101528
T2D-073	0.07092853918381417	0.004313904137986541	0.0017257483207939709	0.14920607399696287	0.022831636579183856	0.0017665339961665501	0.749227563785092
T2D-051	0.07873037566696806	0.0038920556404181336	0.0013279134427555742	0.12974042297605884	0.02156947278408901	0.0011979705548444827	0.7635417889348659
T2D-026	0.11234158628192291	0.005588692937817414	0.0014487299689510938	0.12898498380135764	0.021973758786756815	0.0011857004521462565	0.7284765477710479
T2D-074	0.10922099665306943	0.005753702290288974	0.0012818513340727812	0.10787457186223263	0.020780868473862478	0.0012563559034198387	0.7538316534830538
T2D-075	0.09392873036039852	0.003691247000750273	0.0010483212434759036	0.13772704146046064	0.020675083261203257	0.0014668365044518481	0.7414627401692596
T2D-076	0.0816806342592225	0.003115048216432111	0.0011428760722827773	0.13301077123853472	0.017579197555075147	0.0008858480218214318	0.7625856246366314
T2D-052	0.10629678654729396	0.004987107833599767	0.0007850366796496612	0.13869687724847216	0.03511929230090458	0.0006232741439253497	0.7134916252461546
T2D-077	0.08921560108747507	0.0037541431845258327	0.0007259341263387302	0.18228324556615905	0.02443951991893346	0.0007675728513605953	0.6988139832652073
T2D-053	0.08226368312002262	0.004035030727769492	0.0015831529941129614	0.14036320945646855	0.024942560243375305	0.0013170729631684188	0.7454952904950827
T2D-002	0.08144181953809751	0.00433984209616041	0.0009740865789927157	0.12228349041445383	0.014850455577738522	0.0006950600907829178	0.7754152457037741
T2D-078	0.10250617864854367	0.004658853088599695	0.0009813506472698614	0.12426149863013611	0.028601770620649003	0.0008204380606474099	0.7381699103041541
T2D-054	0.07985372106421516	0.004414343069372652	0.0009153224928395269	0.13823728080372322	0.01994532293313495	0.0010201975423543286	0.7556138120943602
T2D-079	0.08912643840712031	0.004016918692617685	0.0011490130796706721	0.1346762802212622	0.022873366971181502	0.0006099647504826447	0.7475480178776649
T2D-080	0.08416869949357968	0.0040906766732566385	0.0012545453109930175	0.1245613361989684	0.01822355089095076	0.0010984424283481395	0.7666027490039033
T2D-003	0.0994858307423654	0.004288727609574677	0.0010574547572066214	0.12130328629942554	0.024341530574978527	0.0010368829525559333	0.7484862870638933
T2D-055	0.08705035464992125	0.0035061916884650893	0.0009898500830808512	0.13181351074471592	0.023172352128329018	0.0009853350374951458	0.7524824056679927
T2D-081	0.09350126944647301	0.003732221384030292	0.001064236505577858	0.13356863632495006	0.021153817891643473	0.0010468490864450606	0.7459329693608802
T2D-056	0.09009815248384079	0.0032694542926755246	0.0009059993120445522	0.14494066976065323	0.01676131184789012	0.0012626393144661806	0.7427617729884296
T2D-082	0.08945172855492604	0.004459483768469778	0.0008492792042932415	0.1488066511285715	0.024358319653519513	0.0010584938328980554	0.7310160438573218
T2D-028	0.09610094307139187	0.0036816862927171005	0.0011066327702293783	0.1341987267896953	0.02003299083961195	0.00034313700286060165	0.7445358832334938
T2D-083	0.10188134420526467	0.0031023895520024872	0.0026741113757426543	0.10067770129771801	0.019337433663459518	0.0010758273439509098	0.7712511925618618
T2D-029	0.09817416764712225	0.004228605798772477	0.0010308568463466953	0.1467461321228397	0.01692620800482503	0.0006605422894854658	0.7322334872906082
T2D-057	0.10348058460237256	0.005321243292785651	0.0012465528604387293	0.12437513155388565	0.022625065318286616	0.0011619712889687924	0.741789451083262
T2D-004	0.09471788450452329	0.00411191634461963	0.0011979372031337638	0.1308353136291597	0.028843703127407288	0.0005725974757194994	0.7397206477154368
T2D-058	0.09263228399292132	0.004403099884218857	0.0011000551686579155	0.12987690491806048	0.021711326464903525	0.0006234896906759634	0.749652839880562
T2D-084	0.09414378933603952	0.003147707302209499	0.0009287425938451435	0.1350248006501925	0.017050276130822665	0.000700857161919634	0.749003826824971
T2D-059	0.08801976157344961	0.00421043794935973	0.0010700274892066933	0.14110931102474644	0.02168119158715575	0.0008822404612141582	0.7430270299148676
T2D-030	0.08880969563085502	0.00409023004186384	0.0008789965810122696	0.14573716860979258	0.02066714690890127	0.0008833127961495737	0.7389334494314255
T2D-005	0.11114135304010939	0.006480696512779114	0.0010221337835917088	0.11780474338606882	0.02938822059459079	0.001142945783532129	0.7330199068993282
T2D-031	0.0839457436083987	0.0036120562480827126	0.010313124586781599	0.11705341526233616	0.015218118437997617	0.0005095547802247459	0.7693479870761785
T2D-085	0.0944805644174154	0.0036053548654067223	0.0007098649165904135	0.15528829423889465	0.020071721744726427	0.0008968987293021509	0.7249473010876643
T2D-086	0.07135729797942231	0.004693285826436607	0.0009065013222474311	0.1486624709381918	0.02093436490080049	0.0017388741475120632	0.7517072048853893
T2D-006	0.06645866845477032	0.004763302787475696	0.002158576275163684	0.14869361310229243	0.018784235262754134	0.0007903225741914226	0.7583512815433524
T2D-007	0.08490298909518249	0.0038373262200816177	0.0017199809312345704	0.14073955671396976	0.019087948392900487	0.0010004229186478717	0.7487117757279832
