	nucleotide metabolism	metabolism of terpenoids and polyketides	glycan biosynthesis and metabolism	metabolism of other secondary metabolites	biosynthesis of other secondary metabolites	lipid metabolism	energy metabolism	metabolism of other amino acids	metabolism of cofactors and vitamins	xenobiotics biodegradation and metabolism	amino acid metabolism	carbohydrate metabolism
DOM008	0.035727766322914724	0.029786046805286768	0.059880328910061446	0.0	0.06354548271501832	0.03899692813679777	0.11508175636931031	0.031647842095648214	0.0934125204433999	0.07239437598087481	0.1648287837454575	0.29469816847523017
DOM010	0.04156590327824297	0.027451479288627834	0.05143691020757651	2.8591593987419305e-07	0.06879167843925978	0.040351797946361144	0.125242873569704	0.032507070354933325	0.09579379510373406	0.0673371851348283	0.1667805483991712	0.2827404723616211
DOM012	0.045741173053111324	0.029762318406029824	0.04002214529911309	3.5819370870821062e-06	0.07210006814425847	0.04886302321711931	0.1260402733141117	0.03348746451191354	0.09041370705707262	0.07703052237060999	0.17877707355783373	0.25775864913173935
DOM013	0.05080327832455654	0.02519618465260723	0.04900125473962689	1.2931752179347472e-05	0.07389552944986534	0.0459377336159813	0.12260105794674193	0.029951277816435806	0.09467144548260756	0.06508612372573512	0.17135357806051116	0.27148960443315173
DOM014	0.054384338802951425	0.028321903236184262	0.04936185896933367	1.6566375792607787e-05	0.07695004182180977	0.045390961634943924	0.12262833900382172	0.030773554365525896	0.09189965027988882	0.07256532744341256	0.16795290171656085	0.2597545563497747
DOM015	0.039870195292053386	0.0270885963502402	0.06020622713196993	3.4937071769311923e-06	0.06683760438122653	0.038943362926445436	0.11563882496373988	0.032936065420652076	0.09438495004666125	0.06650736995415915	0.1746296190612312	0.28295369076444404
DOM016	0.03929095706081534	0.027516716920759875	0.05278404425656008	1.5869140170427382e-06	0.06638384876914148	0.03861134964684845	0.12570239175169212	0.033605416009972265	0.09697324661856332	0.06739482418577016	0.17188964413425398	0.2798459737316058
DOM017	0.03779043920043009	0.0314329455646441	0.05780501794775369	0.0	0.0667991076276138	0.04140121654019007	0.11626164669101524	0.03035538378848957	0.09339244027930883	0.07165324696191888	0.1629162585264881	0.2901922968721476
DOM018	0.04113321720883203	0.02508745719654512	0.04476522922763352	1.074963643359164e-05	0.06850728336849313	0.03978984322336492	0.12782274827526888	0.03220786403144076	0.09763180267916387	0.06218860976166093	0.1818333633243384	0.2790218320668249
DOM019	0.04291422819789827	0.026799450798347103	0.05312324326430147	6.83128357467376e-06	0.07119623582385078	0.03990179807091338	0.12151430152355253	0.03353957545037433	0.09241021466822713	0.06695549419084018	0.1690381722189139	0.2826004545092063
DOM020	0.04076224277667734	0.02784668457624506	0.05007749102107924	8.872199223671043e-07	0.06860568097286678	0.039052839054950564	0.12105591934435388	0.03033023248821294	0.09726715602691574	0.0675069336156696	0.1652561765412603	0.29223775636184607
DOM021	0.040098705162326075	0.02607641440451867	0.06086737402800768	2.1445866640495824e-06	0.06806264803283386	0.0369005569856747	0.1258687055872915	0.03224732620114879	0.09684641400403386	0.06271626922126201	0.1697735470793847	0.2805398947068542
DOM022	0.042185118956298895	0.02804309168199188	0.054774387261480775	6.787414704448264e-07	0.07237690783303082	0.039457552612989465	0.12784132718372446	0.032463811948746764	0.0967132247021911	0.06369441102460094	0.16547980699557874	0.27696968105789577
DOM023	0.0428064869914474	0.02987590291478915	0.05229427040684838	1.279368627269383e-06	0.0736218852909893	0.03766296637080404	0.1233546837597054	0.033845365282733436	0.0996797396057818	0.06004282372977991	0.16999147136755113	0.2768231249109428
DOM024	0.041087178145478576	0.027911089757895125	0.053565332080480914	5.228339814729328e-06	0.06773218080478395	0.04084853147666558	0.12116340592955605	0.03220190384956995	0.09514378409712385	0.06759829882442	0.1753610997170866	0.27738196697712453
DOM025	0.04194497885001342	0.027167725672756233	0.04420386596064569	2.9629988988487315e-06	0.06656324152927984	0.04273350830510282	0.1243975293235206	0.03288367999691453	0.09411290622576218	0.07741546410336228	0.17150215039641678	0.2770719866373268
DOM026	0.039045797787590326	0.02881671011592992	0.055651044179720506	7.0253755562193734e-06	0.06849027140901093	0.0412407338377495	0.11584937737621025	0.030927290382389477	0.09200879047078361	0.06675498016598896	0.16982714714256633	0.2913808317565039
NLF001	0.038757318358372386	0.027370045702366706	0.05366478172057512	2.0555377010500443e-06	0.06414692438144316	0.040800533813142144	0.1174085293251567	0.031072470269004122	0.09429907551473171	0.06731953788435868	0.17080414427355758	0.29435458321959057
NLF002	0.04033920702701381	0.027316114222889272	0.050003261508967035	1.6821865693434997e-06	0.06694590590035669	0.0400956194478761	0.11988120231699502	0.03157414043656037	0.0954737500325792	0.06541330068278013	0.17328135843934384	0.2896744577980692
NLF005	0.04573034390572976	0.028759840470023626	0.049671516787959266	4.7025987938767037e-07	0.07357843235197346	0.04066552933088358	0.12409281792004571	0.03157093367910143	0.09399036052199514	0.06450446492797621	0.17466966093752884	0.2727656289069036
NLF006	0.04684661019619444	0.02659185721884265	0.04977192201521932	9.038759096392983e-06	0.07450894748874085	0.0361054722102403	0.12707362873192185	0.03142046270896553	0.09589301109101604	0.05778027986291978	0.17349005852208463	0.28050871119475823
NLF007	0.04603051753309642	0.02766963572397165	0.04230749465259857	1.0670843705936405e-06	0.07341675022468286	0.043119341984466035	0.12403072427825465	0.03159979999980068	0.09016552724431463	0.06916499881714021	0.17774642717133804	0.27474771528596575
NLF008	0.04033307240707952	0.026130625883118472	0.053872801190457384	0.0	0.06619617292553331	0.038964220832187035	0.12284855923479006	0.030928129790557216	0.09809840617177024	0.06420274204323101	0.16900654244362795	0.28941872707764793
NLF009	0.039624917511153455	0.02810710198483213	0.05456143741911979	1.1728792022523654e-06	0.06773982652287763	0.04157487394078069	0.11499520322115399	0.031039522673943405	0.09204940948938567	0.06843453934648648	0.1702197791858806	0.2916522158251838
NLF010	0.037094385289866895	0.029046027184883798	0.06335041701332832	1.4842083763728637e-06	0.06554916577181306	0.03497066122629286	0.11364569047663367	0.030553961050937564	0.09874162386142331	0.06503374172432962	0.16598526775329925	0.29602757443881517
NLF011	0.04485812164714381	0.028926634901586534	0.050793153360417086	1.8163046030766043e-06	0.07153900199749966	0.044115719224601724	0.12306840473005157	0.028921773322596035	0.09723881811357059	0.06810635248056313	0.1706179636192064	0.2718122402981604
NLF012	0.040213509644614696	0.02764334029692241	0.050278146277418695	1.2458719991384312e-06	0.06894504123062734	0.04049367604809197	0.122114701535154	0.032337696712009055	0.09609763842964938	0.06389182406683835	0.17524427828553787	0.282738901601137
NLF013	0.04375837665496436	0.026756856147349618	0.04561371291764564	3.6273528495533206e-06	0.0738196494673693	0.04270984228161995	0.12171224843406662	0.03045892911635219	0.09297308499402097	0.066201718132727	0.17617737839170466	0.27981457610933014
NLF014	0.03508911963765079	0.02862736981312742	0.05999908833808873	0.0	0.06496395593196033	0.04030151601178393	0.11684545117935713	0.032708004131349645	0.09707053758758238	0.06929374592196497	0.16201522155989154	0.2930859898872432
NLF015	0.034345682372602715	0.027248096501055415	0.06221432546309193	8.711825667772792e-06	0.06260034859466143	0.038788206375526685	0.12044173932670836	0.033194217877112894	0.09257422639355449	0.067479629610902	0.16349924597661414	0.2976055696825023
NLM001	0.04436579286464763	0.028284832392283375	0.05020207086894379	0.0	0.07434578325758236	0.041129244837834575	0.12271106871118927	0.033874377668750275	0.09122632995005532	0.06378581814534466	0.1701491494147561	0.27992553188861263
NLM002	0.04903034290905804	0.03047420849864316	0.04585907123011734	0.0	0.07587049052431408	0.0329190183497549	0.12805724872961413	0.03411509691342472	0.1036488374964963	0.057999690213371626	0.1748625372577654	0.26716345787744034
NLM003	0.03695497845316887	0.028256300395654032	0.060655210228919586	8.682714755937859e-07	0.06337624461717747	0.04074815958823816	0.12373333900244252	0.03166148162194252	0.09912599650923361	0.07217516179128551	0.16678647029533383	0.2765257892251283
NLM004	0.043736759267772735	0.02933753918027106	0.04987073104637215	1.7282433854851391e-06	0.07682587678707571	0.04091349655118448	0.11350264715146748	0.03308318540275577	0.08679828503731135	0.0609923431419496	0.16990827922793555	0.2950291289625187
NLM005	0.03770977446210515	0.029853652697486344	0.0530052984396746	1.5765358014588657e-06	0.06687803822854974	0.04368115518828212	0.12106603083125786	0.03010734110704922	0.09623650312315106	0.07099759170145305	0.16817319810610343	0.282289839579086
NLM006	0.041169554085056924	0.026410851038489853	0.054458702339088096	6.621519910388417e-07	0.07039488286724263	0.03902265031149057	0.11769705123567496	0.031588404696058406	0.09716572714371084	0.06493868634363713	0.16882558491678656	0.2883272428707731
NLM007	0.03968023705567312	0.02441164803366175	0.05101837559242438	1.0916894217206052e-05	0.06662220198136438	0.03895699811337239	0.12478437858062438	0.030884564624029817	0.09990324697497868	0.06356002208697549	0.17665270190419574	0.28351470815848273
NLM008	0.042959857390681824	0.02808938646263376	0.044579019476906456	7.5045236542315936e-06	0.07163521429158975	0.04631911178266959	0.11778998643704312	0.03119857039952802	0.09769816474824533	0.06427354689405616	0.17871894643716116	0.27673069115583065
NLM009	0.05095092014677773	0.031826384443963476	0.04623998172034805	6.8104342411386e-07	0.08038584807353713	0.039606617963000294	0.11617088023005329	0.034973252934447224	0.09365613917992252	0.058020886689961144	0.16991544560502694	0.2782529619695379
NLM010	0.03989710870881684	0.027320151563278983	0.05241436426360935	2.9703204220848756e-06	0.06824982185069994	0.04503011260435872	0.11977298450846198	0.03144003268877111	0.09433218694343916	0.06506277689776133	0.1756200285895803	0.2808574610608001
NLM015	0.04493920973348385	0.031095644743696603	0.04528446681544876	8.038003131346861e-06	0.07236167724352423	0.043852835885465596	0.12400238030642345	0.032914957345292144	0.09708147614468582	0.06996088303676751	0.17137773165364248	0.2671206990884382
NLM016	0.04570602060731542	0.03545718417960651	0.0550534092889123	3.57646841942126e-06	0.08034416357875365	0.034446702032314834	0.11923886447459775	0.033759998904498184	0.09061740805348581	0.05345612607088618	0.1669746583035125	0.2849418880376976
NLM017	0.03921896794308644	0.028968246852974056	0.05866168881458142	1.516305627588073e-06	0.06695499556850311	0.04435389103648852	0.11322082574231103	0.030761565930000036	0.08612251334434663	0.06878066291836397	0.16190833444868552	0.3010467910950318
NLM021	0.04220198785729969	0.026661710902299195	0.05347055405838768	1.005771068469907e-05	0.07068456240319305	0.0411077539834508	0.12785531609902837	0.03224048053683482	0.09239265207251357	0.06236277429519377	0.17766864103484808	0.2733435090462661
NLM022	0.04096603021740686	0.027156061358136287	0.04372102549421178	1.7489670889514373e-06	0.06998060807785435	0.04371498182064629	0.12454309675834266	0.0333326100709087	0.09321339680637261	0.06783279309194067	0.18009211812306775	0.2754455292140231
NLM023	0.03763573400094463	0.02797748465438761	0.06093201497503233	0.0	0.06456877507656986	0.04406915888043716	0.11680822756419287	0.03222021040383619	0.09033138735166964	0.0725541532243514	0.16095859901805296	0.29194425485052544
NLM024	0.0406770910503174	0.028828239399621054	0.050720755606724045	4.608047490964255e-07	0.07157484429698019	0.038872244788984316	0.12903555162425961	0.03573777524222771	0.09436034966672843	0.05483197348409537	0.1734882479701559	0.281872466065157
NLM025	0.059821443007894694	0.0304885130981368	0.051588810954187526	9.54259342972103e-07	0.08140796259333623	0.03952286659487631	0.11421749252967932	0.03271568788464139	0.09815121875138427	0.06564068653414319	0.168470547205649	0.2579738165867283
NLM026	0.04605094084235078	0.026117928223603173	0.04450011199312409	8.131748341874349e-07	0.07346895642887662	0.04455689272376408	0.12488859141736545	0.03204127850243314	0.08592761470773533	0.06756938085694325	0.17203463941849206	0.28284285171047785
NLM027	0.04549411656704515	0.028099719942586285	0.0346184247417596	6.487659127285064e-06	0.07573189239498597	0.05155634150741179	0.10925930190595155	0.03545229497015234	0.08176246561125163	0.08499685029140927	0.17357421239277934	0.2794478920155399
NLM028	0.03939400923875263	0.02677292889069906	0.04768195416283078	6.590004343991626e-06	0.0670083475591979	0.04104078088244699	0.12251705967779751	0.03202313514996065	0.09573642671139415	0.06651574804737587	0.17984567379942082	0.28145734587577964
NLM029	0.04906866945211782	0.028081313211030776	0.043679424343161875	5.007867896516302e-06	0.07503213918172343	0.0454612082478191	0.1200669763683407	0.031612532039191975	0.09637696414971805	0.06850181442952136	0.17471673411004598	0.2673972165994324
NLM031	0.040412055868169754	0.02711503564679882	0.04777615630924064	4.2025855476720155e-07	0.06856226998563686	0.042146951150799215	0.12068538812723666	0.03389408416110971	0.09345707260525411	0.06759153442122523	0.17446750882295992	0.2838915226430141
NLM032	0.04327114683874241	0.027280954837135205	0.04236431171225678	4.670062606121539e-06	0.07186568080358144	0.04718904402310635	0.1191630219562358	0.032217826489628974	0.09227679465258018	0.06808777176810647	0.178777159523732	0.27750161733228823
NOF001	0.04862142691591687	0.028274904577900446	0.05536980158944218	1.0695428205001437e-06	0.07367061303339956	0.042316965003229116	0.1234120449561052	0.031042579349438205	0.09645122919972941	0.06692048764409915	0.17280954407506596	0.2611093341128534
NOF002	0.035808169588900415	0.030391859900248907	0.05776283688880974	1.2480088584301592e-06	0.06731092346531853	0.04208074840628329	0.11689306671818886	0.034204338766613385	0.08815194327512958	0.07350529147331566	0.16531663745782443	0.2885729360505088
NOF004	0.04166673943135668	0.027469347027629567	0.05272793799252959	7.57657490472687e-06	0.0696336199045147	0.04444189868072227	0.12039092139940491	0.031861172347381464	0.0912926427143111	0.06594434869809533	0.1741445773507566	0.2804192178783931
NOF005	0.03957872263133051	0.028058704328991685	0.051331949471323766	1.6458365464703365e-05	0.06724064800454968	0.041519870640313386	0.12252424359653362	0.031055032696713787	0.09335988936566209	0.06641363389156414	0.17668015239423968	0.282220694613313
NOF006	0.03682555928834948	0.029039037595106166	0.06651358176723171	4.857811447830258e-07	0.06591319302014641	0.03920950757669462	0.11026675898256443	0.032421609282348315	0.089857262485502	0.06911109189784855	0.16101093934667537	0.29983097297638805
NOF007	0.04271039258949258	0.02855297858529423	0.052646972820716856	1.3575719786981283e-06	0.07016898177809938	0.039481675739106166	0.11761889333174981	0.0320003899266166	0.09403395872432414	0.0655832762951007	0.16854391027490276	0.2886572123626181
NOF008	0.04352951666884639	0.027521267792896608	0.05090796944597143	5.112681169382233e-06	0.06973497480001316	0.0432915638765904	0.12311188977966454	0.03246086820078171	0.09186493642813554	0.06991378327357149	0.17377043898134875	0.27388767807101055
NOF009	0.037440939946339645	0.026667908226516823	0.062260934782211376	0.0	0.06462446476103241	0.038265510507900294	0.12289058347542131	0.03229288753403908	0.09561139964322556	0.06552973130349729	0.16526879427049507	0.289146845549321
NOF010	0.04107600231033482	0.028883826390871618	0.051170186224547824	1.2108511528195367e-06	0.07201213216599449	0.040447706758865686	0.12236623288702092	0.033339307926102436	0.09276019014509662	0.06386341506688363	0.1707407685244086	0.2833390207487207
NOF011	0.039581297564793366	0.02695165266328061	0.059401063269869	4.30557463091578e-07	0.06972774269198978	0.04235044277244001	0.11910265472029063	0.032415172373937394	0.08825496082126666	0.06575552765240412	0.16780767880233777	0.28865137610992764
NOF012	0.049540819166144	0.026943614124527386	0.05258474639514163	1.1898867992663124e-05	0.07281692244324488	0.05074227917114564	0.12239178568833127	0.031511637349609205	0.08654524151896324	0.0706299531812942	0.15654718101322146	0.27973392108038453
NOF013	0.037089394406841496	0.02824392602503884	0.06256626135557103	7.86513840844915e-06	0.06811558571444944	0.03915564626878367	0.11569320989523905	0.030924597859109722	0.08782503355421699	0.0649270857811404	0.1651566809186329	0.300294713082568
NOF014	0.04955286058505158	0.027512212813291408	0.041500186088684374	7.997779780912533e-07	0.0749309879144533	0.04508012080813318	0.11818983482507338	0.030629204766436442	0.08853771164377588	0.07027544537121194	0.17442196448440953	0.2793686709215009
NOM001	0.044924162809543665	0.029781900949247004	0.040268101371084386	1.6709753314957766e-06	0.0762603571056278	0.0403331542318973	0.12344211408234418	0.03554003125837014	0.09337507018877807	0.05484101426746202	0.18036779664483713	0.28086462611547675
NOM002	0.04141890522207776	0.0266706235184945	0.03913761458058878	2.27491133996343e-06	0.07021974554516544	0.04407831399946643	0.1256191752048094	0.03231277504673741	0.0936161574403699	0.06449972675849534	0.17981788070762203	0.28260680706483304
NOM004	0.03593483524449382	0.028796621392800474	0.0633196699076927	4.56372115876872e-06	0.06860942676856119	0.0401576624985871	0.11653118222245523	0.03175951045831674	0.09321264171864373	0.06899083105435973	0.16034015944612995	0.29234289556680043
NOM005	0.0388077739062068	0.026632444888547387	0.04095368991697788	1.278989101008358e-05	0.06693531876072151	0.04616168206784873	0.12171290851839345	0.03517704242082597	0.09464928813776019	0.07638934799503276	0.17191943543527063	0.28064827806140474
NOM007	0.0480752668956754	0.02998762762274546	0.04944422289255697	1.9354281340581597e-06	0.07715997173680227	0.041646872702715734	0.11910332422832086	0.03079764701561385	0.09365939116960185	0.06689038273755346	0.17474879000276045	0.2684845675675196
NOM008	0.0369456089572936	0.02723950409820491	0.05956336265269703	0.0	0.06681527934896961	0.03709041177080411	0.12255347958934466	0.03313442874597397	0.09332715914446116	0.06514224125010232	0.1671619885458508	0.2910265358962978
NOM009	0.04356780104752532	0.02612563440544717	0.03421931770884239	1.6633100541919142e-05	0.07369386507380048	0.045173715202336935	0.12799978135101292	0.03204019499293776	0.09089045524143283	0.0667065193980541	0.18062045730983806	0.27894562516823007
NOM010	0.04157783841282604	0.02893484815063743	0.04974111403856585	3.6284909388502076e-06	0.0706927712258854	0.04157043791833549	0.11918797934864166	0.03331694704199824	0.09309527761469147	0.06994904244291739	0.17270768804614034	0.2792224272684218
NOM012	0.05074230874927391	0.02928638029871557	0.04426592919479813	1.5149836074878162e-05	0.07881553328607868	0.042576543816585835	0.11837466924271868	0.03117004441758011	0.08967162173894529	0.06863864264338354	0.1754506040300158	0.2709925727458296
NOM013	0.04845767904475662	0.02780778499064727	0.048043409217754296	6.96616706596298e-06	0.07272897647752673	0.042978888819880774	0.1217904808101302	0.030537207006283585	0.09833013795394009	0.06739611511505765	0.17416524736942932	0.26775710702752753
NOM014	0.038736727694441746	0.025994837002450994	0.0548787049864739	0.0	0.0663372601471501	0.038097571922055255	0.1260647145437746	0.03178948590744601	0.09873590354969652	0.06460196100137611	0.17272592331769127	0.28203690992744346
NOM015	0.03867003676883644	0.027238446448383337	0.055296544238247564	1.2828588811584539e-05	0.06599641999135797	0.03940724167888923	0.1249091919997088	0.032106349233001714	0.09516790769736393	0.06374992633743645	0.17508529930163227	0.28235980771633074
NOM016	0.0394697973182027	0.028525304085085138	0.05308732042991123	8.995739568146239e-07	0.06836359309887931	0.040634037323233424	0.1206049979035942	0.031917636315739926	0.09372204960299352	0.06940785220503876	0.17381864075406533	0.28044787138929955
NOM017	0.04740613607060495	0.02851445444111534	0.04283501659783847	8.528558579636106e-06	0.07893128778095251	0.03643134560516774	0.12184474238653441	0.03531180092217433	0.09508337368004785	0.054959672232766835	0.17941141585832224	0.27926222586589566
NOM018	0.04194146129254981	0.027159231431044893	0.0493993607465408	5.976005913577836e-06	0.07205265697187135	0.04179402090529573	0.12383294859095288	0.0316478179756516	0.09294755563488807	0.06477644856010138	0.17819708541151133	0.27624543647367866
NOM019	0.04647534361271186	0.026925109952982695	0.04752565309255255	5.106034185909452e-06	0.07279295350495625	0.043436500648732765	0.1237081074570057	0.03255874337643673	0.09437302531038197	0.06589238818107676	0.18244442436413016	0.2638626444648467
NOM020	0.041644720396199604	0.027504628958960803	0.054493250293663094	3.110738144762675e-07	0.07136688142161185	0.03684558804451623	0.12111668121514238	0.033689129799803916	0.09347231147466685	0.06081140571157593	0.16867313921896007	0.2903819523910849
NOM022	0.04216565232903099	0.03375009570548922	0.05856308194798277	3.788392272386357e-07	0.07531324787418105	0.03428395698049266	0.11952671200290771	0.03229463100853695	0.09879615926955705	0.060672828438825405	0.165324560501734	0.279308695102035
NOM023	0.037899287457365954	0.02866502667701117	0.0609919597265403	6.458943416608564e-07	0.06592561360182132	0.04368095212136801	0.1207975795359894	0.032413169621021275	0.09572930150434059	0.07053329954051904	0.15856406326526787	0.28479910105441336
NOM025	0.03879112857305043	0.025207084312037567	0.05397407570930886	6.534318722359117e-06	0.06627215508672522	0.039239985614969	0.11850918574143351	0.03293332590497287	0.09385889034441035	0.06454079435549119	0.17205982398330155	0.2946070160555772
NOM026	0.04219051504291549	0.02846440311682189	0.04074309283233846	4.830799293605167e-06	0.07154755103372508	0.0488148633938835	0.11700209567978032	0.03418044322939855	0.09329851785073769	0.07788570907707434	0.17140940537733435	0.27445857256669665
NOM027	0.04471358974038781	0.019993436244985566	0.03260533220241086	5.320308006598964e-07	0.06649270154565977	0.041249862443926213	0.11511564965879702	0.03135578324929492	0.10036272926937119	0.05273108166455721	0.18969584580024465	0.30568345614956416
NOM028	0.03773815084240837	0.02636139572944188	0.054247258590175415	1.94094597784636e-05	0.06655356875818562	0.04255997226698507	0.12040164407027315	0.03273377424608214	0.09196798701494374	0.0693887307478252	0.16929393818994296	0.2887341700839581
NOM029	0.03765777655992475	0.02871627904172776	0.055987048270264295	1.5913915609243694e-06	0.06819026476394298	0.04028903086604906	0.11718974957462652	0.03386844663868957	0.09036462099180435	0.07212161662886096	0.16559839769291	0.2900151775796389
T2D-016	0.03709136450083786	0.024349000762308375	0.06250392868054117	0.0	0.06627095264132218	0.04014234109309154	0.11422291599007377	0.033526306865228894	0.08936657867787129	0.0654408952405448	0.17254582852206402	0.2945398870261161
T2D-017	0.04292465834308969	0.03497152939507487	0.03998195283339649	2.447570263468163e-06	0.0756556590197564	0.04041952373395934	0.11526431313807951	0.03471711753386964	0.10228042516756795	0.07832906339960183	0.1740728217628266	0.2613804881025143
T2D-018	0.04200601467242719	0.025831702835106846	0.04757324774586315	7.112011865377336e-07	0.0704951596994842	0.040547349611056376	0.12408478469412432	0.033317521272173724	0.09419833447555538	0.0662409004137874	0.17543119157021483	0.2802730818090201
T2D-019	0.0375534642710602	0.025467454349885933	0.051331419753191075	0.0	0.0664633945448714	0.04091398959617179	0.12289771695498104	0.03400620927214246	0.09735100283617533	0.0694229032604504	0.17217929960986222	0.28241314555120817
T2D-020	0.03783412361995247	0.026111604065803953	0.03283523943801273	0.0	0.06628481328647419	0.045298832612243295	0.12348439882198504	0.04068834963232604	0.09676054356988643	0.07789442732932395	0.16773344635960682	0.28507422126438503
T2D-021	0.0424991913369525	0.02712452915817269	0.04528506242884382	2.0772077830160718e-06	0.07054355082363069	0.041971043342172956	0.12493407388190379	0.034766529077360615	0.09665834430769615	0.06265999115529344	0.17953763313053248	0.2740179741496579
T2D-071	0.04449421805062536	0.024559951931973148	0.036746876976300066	1.7561726511557382e-07	0.0743065443188189	0.04604377759172786	0.11025101175494251	0.03347463931142558	0.08994863390281735	0.07603959469479739	0.18086105469933006	0.2832735211499766
T2D-022	0.041861956883378966	0.02812141312090985	0.050238698280737695	3.0311697942414384e-07	0.07028102417898002	0.042911958678903385	0.12093598409530062	0.031932021022153985	0.09416091074881444	0.06803679592777419	0.1782199231750473	0.2732990107710201
T2D-046	0.03989846155339727	0.02633385186721332	0.06060613045310356	4.2162358470238944e-07	0.06958488318452859	0.0408821932458041	0.12131604490762447	0.03163449273435198	0.09226994165696026	0.0663132461973962	0.16915312711099037	0.28200720546504526
T2D-001	0.043993089030444826	0.02806402458581846	0.04662781602277689	0.0	0.0728994619839914	0.04020278581595717	0.1272580993313398	0.03212500517894184	0.09049471666012728	0.06341940645135853	0.17497134592875022	0.2799442490104937
T2D-047	0.03970232833712259	0.02503857659559477	0.0520241071698399	8.928541249677593e-07	0.06637948759510483	0.03978879692928292	0.12086849550509816	0.030678012928117386	0.09873385995403074	0.061701175882234394	0.17399923759315913	0.2910850286562901
T2D-048	0.038813038621751256	0.026292982684781654	0.05423894247146675	1.7477169807868242e-05	0.06951685456266064	0.04241842985416345	0.1212821793883228	0.033316488912339154	0.0874202867031301	0.06448591794156154	0.17037589952765772	0.2918215021623571
T2D-049	0.044121990532263275	0.025693476337317743	0.047276832147073115	4.9285329658485385e-06	0.07154182060121808	0.04428643715489807	0.1279602798464026	0.03154537337280148	0.08725444493815376	0.07182125474296251	0.17571005036293275	0.2727831114310108
T2D-023	0.04329993752829222	0.026198844129886704	0.05288738080725251	1.3604137529883075e-06	0.07059644933578706	0.04040511606242951	0.12955323440595948	0.03093361160545548	0.0968486891663896	0.06299286675620766	0.17891776611701826	0.2673647436715686
T2D-024	0.050113237952520026	0.02683911066559847	0.03728941566338778	2.5657323879230725e-06	0.07663080587050237	0.04683751891875856	0.1312687414043666	0.03292389213288064	0.08648136608796266	0.066240220590833	0.18078605326412475	0.26458707171667734
T2D-050	0.04310518290841709	0.026083967761100033	0.05052234669340471	9.672097048132419e-06	0.0701293268591318	0.04272638084856913	0.1280187028904772	0.03148037012899829	0.0919136747667205	0.06618959087358957	0.1794339170847032	0.2703868670878404
T2D-025	0.04118749309290284	0.026163770505812665	0.052313193189891104	5.219845040396623e-07	0.06971007593326063	0.040387314432969744	0.12270013558541719	0.03246946648481909	0.09455139466465438	0.06533089100113841	0.17481999739789686	0.2803657457267331
T2D-072	0.043897041876923046	0.024978530197822625	0.04756400317935354	3.6330755396469716e-07	0.06897013690006595	0.041836142876344386	0.12613361496292488	0.03273680418598431	0.0883927383766764	0.07421834526927067	0.1714777597185879	0.27979451914849235
T2D-073	0.047144200462625706	0.028521149919996724	0.053912542966561755	1.3730613532767072e-06	0.07706160076627647	0.035919423732869535	0.12120283530349729	0.03403536820142115	0.09551893244883869	0.05300432588307463	0.1786845771630821	0.27499367009040276
T2D-051	0.04049446000850589	0.026483126717238327	0.05853929200966367	3.0716069179420916e-06	0.06913391102981215	0.042164940456262893	0.12271779682786609	0.033547167705211704	0.0899454372000928	0.0656801334522703	0.16924625337605406	0.2820444096101041
T2D-026	0.04242945726982631	0.02555851525302517	0.0440679255162269	6.241963523737969e-07	0.06764111376445907	0.046564729004176145	0.12758036502400538	0.03274241665771804	0.09178187049278089	0.07624396392776375	0.16689330927705448	0.2784957096166114
T2D-074	0.03607500408262995	0.02540428262808808	0.05942460903525574	0.0	0.06742095302490402	0.04056794333973234	0.12145223384194688	0.03417361079754237	0.08840380742683662	0.06909842912353949	0.15996927549195494	0.2980098512075695
T2D-075	0.04490795747032009	0.02399941561002698	0.05503400613177673	2.1091449973153487e-05	0.06902481677715815	0.0445038248246562	0.1289665847801088	0.030665802125865543	0.08349553768146709	0.0677638039516896	0.17283383592853613	0.27878332326842153
T2D-076	0.03808171593729639	0.028126304682367997	0.06548727678362266	0.0	0.06740506494957535	0.03701438255237334	0.12374862546714821	0.03022038294670684	0.09565447398742953	0.06611756189558626	0.16734635073067528	0.2807978600672181
T2D-052	0.04383166082141203	0.027499024719471406	0.03544789248988659	3.825450214155325e-06	0.07518873255200142	0.04400403283353885	0.11909409896628605	0.03316656410210841	0.08874242969902164	0.06360969569879325	0.19290609459634575	0.2765059480709205
T2D-077	0.05154412777680543	0.025266784736334466	0.045352458077005754	0.0	0.0757625519870727	0.04999852048490575	0.13086132481726767	0.031317975731108214	0.08416379093377212	0.06763810399862323	0.16682415619843963	0.2712702052586651
T2D-053	0.046363400414640425	0.028779383381372793	0.041806313139949314	3.6589619331410173e-06	0.07524803435591361	0.03706260797425756	0.12176466337926417	0.03413133129858815	0.10213194294142301	0.06020549528406921	0.18008513995958167	0.272418028909007
T2D-002	0.037286041886203006	0.027841518539214304	0.05956060250965939	5.662034271856933e-07	0.06672005957992068	0.037681768431932286	0.1257707717091827	0.030157973140238378	0.09721260181545052	0.06471192020820142	0.1662516915430689	0.2868044844335012
T2D-078	0.038569633459461954	0.030123472790968886	0.046783571770751826	2.182555302970435e-06	0.06669866888463019	0.04439668548597854	0.12095731025370704	0.03315629223881901	0.0925905396712094	0.07312911937767937	0.1720554702159588	0.2815370532955321
